Amplifier_dev_AF6490_Eight_Sec_Power_Consumption,Lamp__D3237E_Eight_Sec_Power_Consumption,Lamp_dev_D331DA_Eight_Sec_Power_Consumption,Monitor-TFT_dev_599185_Eight_Sec_Power_Consumption,Monitor-TFT_dev_B81109_Eight_Sec_Power_Consumption,Multimediacenter_dev_AF6495_Eight_Sec_Power_Consumption,PC-Desktop_dev_59ADA7_Eight_Sec_Power_Consumption,PC-Desktop_dev_7296D7_Eight_Sec_Power_Consumption,PC-Laptop_dev_B1B603_Eight_Sec_Power_Consumption,Refrigerator_dev_599393_Eight_Sec_Power_Consumption,Refrigerator_dev_B7E6F4_Eight_Sec_Power_Consumption,Subwoofer_dev_5534A4_Eight_Sec_Power_Consumption,TV-LCD_dev_B8121D_Eight_Sec_Power_Consumption,TV-LCD_dev_D33097_Eight_Sec_Power_Consumption,USBHarddrive_dev_B7DF96_Eight_Sec_Power_Consumption,USBHub_dev_B83B9E_Eight_Sec_Power_Consumption,VideoProjector_dev_B814A6_Eight_Sec_Power_Consumption
0.0,0.0,0.950289855072,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.890275952694,0.0,0.0
0.0,0.0,0.449275362319,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.849540078844,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.752873563218,0.0,0.0,0.0,0.0,0.0,0.846254927727,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.861366622865,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.894218134034,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.537666271566,0.0,0.0,0.0,0.0,0.843626806833,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.905570920585,0.0,0.0,0.0,0.0,0.927069645204,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.894157325662,0.727969348659,0.847886210984,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.894157325662,0.732950191571,0.820690109311,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.808178585539,0.0,0.0,0.0,0.0,0.861366622865,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.803371526406,0.0,0.0,0.0,0.0,0.908672798949,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.786777294877,0.958848920863,0.0,0.0,0.0,0.843626806833,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.717624521073,0.351244567365,0.903597122302,0.0,0.0,0.0,0.842312746386,0.0,0.0
0.0,0.0,0.455169082126,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.892086330935,0.0,0.0,0.0,0.913929040736,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.783309352518,0.0,0.0,0.0,0.865308804205,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.85085413929,0.0,0.0
0.0,0.0,0.455797101449,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.463140096618,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.9185282523,0.0,0.0
0.0,0.0,0.463768115942,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.463768115942,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.463188405797,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.88961892247,0.0,0.0
0.0,0.0,0.463768115942,0.0,0.0,0.0,0.015459534668,0.893264557088,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.88961892247,0.0,0.0
0.0,0.0,0.463188405797,0.0,0.0,0.0,0.015459534668,0.894157325662,0.72337164751,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.463768115942,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.84296977661,0.0,0.0
0.0,0.0,0.463768115942,0.0,0.0,0.0,0.015459534668,0.893958932646,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.929040735874,0.0,0.0
0.0,0.0,0.463768115942,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.827858081472,0.0,0.0
0.0,0.0,0.463768115942,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.845597897503,0.0,0.0
0.0,0.0,0.463768115942,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.84296977661,0.0,0.0
0.0,0.0,0.463768115942,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.840840247596,0.0,0.0,0.0,0.0,0.891590013141,0.0,0.0
0.0,0.0,0.463768115942,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.897537205321,0.0,0.0,0.0,0.0,0.842312746386,0.0,0.0
0.0,0.0,0.463768115942,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.845252205979,0.0,0.0,0.0,0.0,0.831800262812,0.0,0.0
0.0,0.0,0.462560386473,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.823060713815,0.310071942446,0.0,0.0,0.0,0.88961892247,0.0,0.0
0.0,0.0,0.444444444444,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.809824838667,0.930503597122,0.0,0.0,0.0,0.84691195795,0.0,0.0
0.0,0.0,0.445603864734,0.0,0.0,0.0,0.015459534668,0.892768574546,0.759003831418,0.798366916897,0.892086330935,0.0,0.0,0.0,0.832457293035,0.0,0.0
0.0,0.0,0.445024154589,0.0,0.0,0.0,0.015459534668,0.892768574546,0.717624521073,0.78282628737,0.883309352518,0.0,0.0,0.0,0.850197109067,0.0,0.0
0.0,0.0,0.446280193237,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.770446463848,0.255251798561,0.0,0.0,0.0,0.929040735874,0.0,0.0
0.0,0.0,0.444444444444,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.766561306466,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.444444444444,0.0,0.0,0.0,0.015459534668,0.893958932646,0.727969348659,0.662518108784,0.0,0.0,0.0,0.0,0.81011826544,0.0,0.0
0.0,0.0,0.444444444444,0.0,0.0,0.0,0.015459534668,0.892768574546,0.732567049808,0.0,0.0,0.0,0.0,0.0,0.894218134034,0.0,0.0
0.0,0.0,0.444444444444,0.0,0.0,0.0,0.015459534668,0.893264557088,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.865308804205,0.0,0.0
0.0,0.0,0.444444444444,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.444444444444,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.451111111111,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.929040735874,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.825229960578,0.0,0.0
0.0,0.0,0.453526570048,0.0,0.0,0.0,0.015459534668,0.892768574546,0.717624521073,0.0,0.0,0.0,0.0,0.0,0.84691195795,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.905387647832,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.722988505747,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.839027595269,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.72337164751,0.0,0.0,0.0,0.0,0.0,0.929040735874,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0978417266187,0.0,0.0,0.0,0.847568988173,0.0,0.0
0.0,0.0,0.451111111111,0.0,0.0,0.0,0.015459534668,0.893958932646,0.727969348659,0.0,0.965323741007,0.0,0.0,0.0,0.845597897503,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.89381294964,0.0,0.0,0.0,0.903416557162,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.893958932646,0.727969348659,0.0,0.892086330935,0.0,0.0,0.0,0.818002628121,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.483669168971,0.732230215827,0.0,0.0,0.0,0.837713534823,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.72337164751,0.924930857369,0.0,0.0,0.0,0.0,0.930354796321,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.72337164751,0.861714737258,0.0,0.0,0.0,0.0,0.863337713535,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.722988505747,0.834782036086,0.0,0.0,0.0,0.0,0.80814717477,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.829711576452,0.0,0.0,0.0,0.0,0.851511169514,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.786843145002,0.0,0.0,0.0,0.0,0.92444152431,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.84691195795,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.895532194481,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.886990801577,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.84296977661,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.744827586207,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.894157325662,0.722988505747,0.0,0.0,0.0,0.0,0.0,0.931011826544,0.0,0.0
0.0,0.0,0.454106280193,0.0,0.0,0.0,0.015459534668,0.892768574546,0.72337164751,0.0,0.0,0.0,0.0,0.0,0.84691195795,0.0,0.0
0.0,0.0,0.047729468599,0.0,0.0,0.0,0.015459534668,0.893958932646,0.722988505747,0.0,0.0,0.0,0.0,0.0,0.852168199737,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.860709592641,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.919842312746,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.503165467626,0.0,0.0,0.0,0.839684625493,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.927194244604,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.892086330935,0.0,0.0,0.0,0.923784494087,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.883884892086,0.0,0.0,0.0,0.835085413929,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.718390804598,0.0,0.315683453237,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.72337164751,0.522849993415,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.72337164751,0.936257078888,0.0,0.0,0.0,0.0,0.925098554534,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.86843145002,0.0,0.0,0.0,0.0,0.833114323259,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.837679441591,0.0,0.0,0.0,0.0,0.829829172142,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.827670222573,0.0,0.0,0.0,0.0,0.88173455979,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.893958932646,0.727969348659,0.826221519821,0.0,0.0,0.0,0.0,0.871222076216,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.499209798499,0.0,0.0,0.0,0.0,0.832457293035,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.894157325662,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.929040735874,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.837056504599,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.722988505747,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.888961892247,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.72337164751,0.0,0.0,0.0,0.0,0.0,0.902102496715,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.831800262812,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.929040735874,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.596115107914,0.0,0.0,0.0,0.808804204993,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.917697841727,0.0,0.0,0.0,0.833114323259,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.892086330935,0.0,0.0,0.0,0.835742444152,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.879712230216,0.0,0.0,0.0,0.925755584757,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.748275862069,0.0,0.255827338129,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.893958932646,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.893958932646,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.912614980289,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.72337164751,0.422494402739,0.0,0.0,0.0,0.0,0.85085413929,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.953707362044,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.881799025418,0.0,0.0,0.0,0.0,0.839684625493,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.847754510734,0.0,0.0,0.0,0.0,0.917214191853,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.832082180956,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.829711576452,0.0,0.0,0.0,0.0,0.839684625493,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.636046358488,0.0,0.0,0.0,0.0,0.869250985545,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.72337164751,0.0,0.0,0.0,0.0,0.0,0.886990801577,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.89485170122,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.927726675427,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.895149290745,0.732567049808,0.0,0.0,0.0,0.0,0.0,0.863994743758,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.408776978417,0.0,0.0,0.0,0.916557161629,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.936978417266,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.892086330935,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.718390804598,0.0,0.885899280576,0.0,0.0,0.0,0.907358738502,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.72337164751,0.0,0.266762589928,0.0,0.0,0.0,0.835742444152,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.837056504599,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.919842312746,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.84296977661,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.732567049808,0.0,0.0,0.0,0.0,0.0,0.850197109067,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.704267088107,0.0,0.0,0.0,0.0,0.894218134034,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.939812985645,0.0,0.0,0.0,0.0,0.883048620237,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.87165810615,0.0,0.0,0.0,0.0,0.84691195795,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.893958932646,0.754406130268,0.846503358356,0.0,0.0,0.0,0.0,0.850197109067,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.894157325662,0.727969348659,0.83162123008,0.0,0.0,0.0,0.0,0.919842312746,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.718390804598,0.829711576452,0.0,0.0,0.0,0.0,0.835085413929,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.893958932646,0.727969348659,0.451995258791,0.0,0.0,0.0,0.0,0.828515111695,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.880420499343,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.902759526938,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.159136690647,0.0,0.0,0.0,0.901445466491,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.960287769784,0.0,0.0,0.0,0.854139290407,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.894820143885,0.0,0.0,0.0,0.838370565046,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.894157325662,0.727969348659,0.0,0.88690647482,0.0,0.0,0.0,0.857424441524,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.654820143885,0.0,0.0,0.0,0.929040735874,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.727969348659,0.0,0.0,0.0,0.0,0.0,0.833114323259,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.015459534668,0.892768574546,0.72337164751,0.0,0.0,0.0,0.0,0.0,0.854139290407,0.0,0.0
